,Question,Choice,Topic,Level
85,"เมื่อเรามี tuple ที่ชื่อว่า my_tuple = (1, 2, 3, 4, 5) เราสามารถเข้าถึงสมาชิกที่ 3 ของ tuple นี้ได้โดยใช้วิธีการใด?","[{'text': 'my_tuple[2]', 'weight': 1}, {'text': 'my_tuple(2)', 'weight': 0}, {'text': 'my_tuple.get(2)', 'weight': 0}, {'text': 'my_tuple[3]', 'weight': 0}]",Tuple,Easy
86,tuple เป็นชนิดข้อมูลที่สามารถแก้ไขได้หรือไม่?,"[{'text': 'สามารถแก้ไขได้', 'weight': 0}, {'text': 'ไม่สามารถแก้ไขได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับการใช้งาน', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Tuple,Medium
87,การสร้าง tuple ที่มีสมาชิกเดียวใน Python จำเป็นต้องมีสัญลักษณ์อะไร?,"[{'text': ',', 'weight': 0}, {'text': '.', 'weight': 0}, {'text': ',', 'weight': 1}, {'text': ';', 'weight': 0}]",Tuple,Medium
88,เราสามารถแปลง list เป็น tuple ได้โดยใช้ฟังก์ชันใด?,"[{'text': 'tuple()', 'weight': 1}, {'text': 'list()', 'weight': 0}, {'text': 'set()', 'weight': 0}, {'text': 'dict()', 'weight': 0}]",Tuple,Medium
89,เราสามารถแปลง tuple เป็น list ได้โดยใช้ฟังก์ชันใด?,"[{'text': 'list()', 'weight': 1}, {'text': 'tuple()', 'weight': 0}, {'text': 'set()', 'weight': 0}, {'text': 'dict()', 'weight': 0}]",Tuple,Medium
90,ฟังก์ชันใดที่ใช้สำหรับการค้นหาตำแหน่งของสมาชิกใน tuple?,"[{'text': 'index()', 'weight': 1}, {'text': 'find()', 'weight': 0}, {'text': 'search()', 'weight': 0}, {'text': 'locate()', 'weight': 0}]",Tuple,Hard
91,เราสามารถลบสมาชิกออกจาก tuple ได้หรือไม่?,"[{'text': 'สามารถลบได้', 'weight': 0}, {'text': 'ไม่สามารถลบได้', 'weight': 1}, {'text': 'ขึ้นอยู่กับการใช้งาน', 'weight': 0}, {'text': 'ไม่แน่ใจ', 'weight': 0}]",Tuple,Hard
92,ฟังก์ชันใดที่ใช้สำหรับการนับจำนวนที่สมาชิกใน tuple?,"[{'text': 'count()', 'weight': 1}, {'text': 'len()', 'weight': 0}, {'text': 'num()', 'weight': 0}, {'text': 'size()', 'weight': 0}]",Tuple,Hard
93,การสร้าง list comprehension ในภาษา Python จะใช้รูปแบบใด,"[{'text': '[x for x in range(5)]', 'weight': 1}, {'text': '{x: x for x in range(5)}', 'weight': 0}, {'text': '(x for x in range(5))', 'weight': 0}, {'text': '{x for x in range(5)}', 'weight': 0}]",List Comprehension,Easy
94,"ผลลัพธ์ของโค้ดต่อไปนี้คืออะไร my_list = [1, 2, 3, 4, 5] print(my_list[-1])","[{'text': '1', 'weight': 0}, {'text': '5', 'weight': 1}, {'text': '0', 'weight': 0}, {'text': '6', 'weight': 0}]",Lists,Easy
95,การเข้าถึงสมาชิกของ list ใน Python เริ่มที่ดัชนีใด,"[{'text': '0', 'weight': 1}, {'text': '1', 'weight': 0}, {'text': '-1', 'weight': 0}, {'text': 'None', 'weight': 0}]",Lists,Easy
96,วิธีการเพิ่มสมาชิกใหม่เข้าไปใน list คือ,"[{'text': 'append', 'weight': 1}, {'text': 'insert', 'weight': 0.5}, {'text': 'add', 'weight': 0}, {'text': 'push', 'weight': 0}]",Lists,Medium
97,list comprehension สามารถใช้เงื่อนไข if เพิ่มเติมได้หรือไม่,"[{'text': 'สามารถ', 'weight': 1}, {'text': 'ไม่สามารถ', 'weight': 0}]",List Comprehension,Medium
98,การลบสมาชิกออกจาก list สามารถทำได้โดยใช้ method อะไร,"[{'text': 'remove', 'weight': 1}, {'text': 'delete', 'weight': 0}, {'text': 'pop', 'weight': 0.5}, {'text': 'clear', 'weight': 0}]",Lists,Medium
99,list comprehension สามารถใช้ในการสร้าง list ที่มีสมาชิกซ้ำๆ ได้หรือไม่,"[{'text': 'สามารถ', 'weight': 1}, {'text': 'ไม่สามารถ', 'weight': 0}]",List Comprehension,Medium
100,การสลับตำแหน่งสมาชิกของ list สามารถทำได้โดยใช้ method อะไร,"[{'text': 'reverse', 'weight': 1}, {'text': 'sort', 'weight': 0}, {'text': 'shuffle', 'weight': 0}, {'text': 'swap', 'weight': 0}]",Lists,Hard
101,การรวม list หลายๆ อันเข้าเป็น list เดียวสามารถทำได้โดยใช้ operator อะไร,"[{'text': '+', 'weight': 1}, {'text': '*', 'weight': 0}, {'text': '/', 'weight': 0}, {'text': '-', 'weight': 0}]",Lists,Hard
102,การแปลง list เป็น string สามารถทำได้โดยใช้ method อะไร,"[{'text': 'join', 'weight': 1}, {'text': 'split', 'weight': 0}, {'text': 'strip', 'weight': 0}, {'text': 'format', 'weight': 0}]",Lists,Hard
103,ฟังก์ชันในภาษาไพธอนสามารถรับค่าอะไรได้บ้าง?,"[{'text': 'ตัวเลข', 'weight': 0.25}, {'text': 'ข้อความ', 'weight': 0.25}, {'text': 'ทั้งหมดข้างต้น', 'weight': 1}, {'text': 'ไม่สามารถรับค่าอะไรได้', 'weight': 0}]",Function Inputs,Easy
104,คำสั่งใดใช้ในการเรียกใช้งานฟังก์ชันในภาษาไพธอน?,"[{'text': 'call()', 'weight': 0}, {'text': 'run()', 'weight': 0}, {'text': 'ชื่อฟังก์ชันตามด้วยวงเล็บ', 'weight': 1}, {'text': 'execute()', 'weight': 0}]",Calling Functions,Easy
105,ฟังก์ชันในภาษาไพธอนสามารถคืนค่าได้หลายอย่างพร้อมกันหรือไม่?,"[{'text': 'ไม่สามารถคืนค่าได้หลายอย่างพร้อมกัน', 'weight': 0}, {'text': 'สามารถคืนค่าได้หลายอย่างพร้อมกัน', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function Returns,Medium
106,ฟังก์ชันในภาษาไพธอนสามารถมีพารามิเตอร์เริ่มต้นได้หรือไม่?,"[{'text': 'ไม่สามารถมีพารามิเตอร์เริ่มต้น', 'weight': 0}, {'text': 'สามารถมีพารามิเตอร์เริ่มต้น', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function Parameters,Medium
107,ฟังก์ชันในภาษาไพธอนสามารถเรียกใช้งานฟังก์ชันภายในตัวเองได้หรือไม่?,"[{'text': 'ไม่สามารถเรียกใช้งานฟังก์ชันภายในตัวเอง', 'weight': 0}, {'text': 'สามารถเรียกใช้งานฟังก์ชันภายในตัวเอง', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Recursive Functions,Medium
108,ฟังก์ชันในภาษาไพธอนสามารถเปลี่ยนแปลงค่าของตัวแปรภายนอกได้หรือไม่?,"[{'text': 'ไม่สามารถเปลี่ยนแปลงค่าของตัวแปรภายนอก', 'weight': 0}, {'text': 'สามารถเปลี่ยนแปลงค่าของตัวแปรภายนอก', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function Scope,Hard
109,ฟังก์ชันในภาษาไพธอนสามารถเป็นสมาชิกของโครงสร้างข้อมูลอื่นๆ ได้หรือไม่?,"[{'text': 'ไม่สามารถเป็นสมาชิกของโครงสร้างข้อมูลอื่นๆ', 'weight': 0}, {'text': 'สามารถเป็นสมาชิกของโครงสร้างข้อมูลอื่นๆ', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function as Data,Hard
110,ฟังก์ชันในภาษาไพธอนสามารถใช้เป็นตัวกรองข้อมูลได้หรือไม่?,"[{'text': 'ไม่สามารถใช้เป็นตัวกรองข้อมูล', 'weight': 0}, {'text': 'สามารถใช้เป็นตัวกรองข้อมูล', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function as Filter,Hard
111,ฟังก์ชันในภาษาไพธอนสามารถใช้เป็นตัวแปลงข้อมูลได้หรือไม่?,"[{'text': 'ไม่สามารถใช้เป็นตัวแปลงข้อมูล', 'weight': 0}, {'text': 'สามารถใช้เป็นตัวแปลงข้อมูล', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function as Transformer,Hard
112,ฟังก์ชันในภาษาไพธอนสามารถใช้เป็นตัวสร้างข้อมูลได้หรือไม่?,"[{'text': 'ไม่สามารถใช้เป็นตัวสร้างข้อมูล', 'weight': 0}, {'text': 'สามารถใช้เป็นตัวสร้างข้อมูล', 'weight': 1}, {'text': 'ขึ้นอยู่กับขนาดของฟังก์ชัน', 'weight': 0}, {'text': 'ขึ้นอยู่กับการกำหนดค่าเริ่มต้น', 'weight': 0}]",Function as Generator,Hard
113,คำสั่ง loop ในภาษา Python ที่ใช้สำหรับการวนซ้ำคือ?,"[{'text': 'for', 'weight': 1}, {'text': 'while', 'weight': 0.75}, {'text': 'if', 'weight': 0}, {'text': 'else', 'weight': 0}]",Loops,Easy
114,การใช้ loop for ในภาษา Python สามารถวนซ้ำได้กี่รอบ?,"[{'text': 'ไม่จำกัด', 'weight': 1}, {'text': '10 รอบ', 'weight': 0}, {'text': '100 รอบ', 'weight': 0}, {'text': '1000 รอบ', 'weight': 0}]",Loops,Easy
115,ใน loop while ควรจะมีการเพิ่มหรือลดค่าของตัวแปรที่ใช้เป็นเงื่อนไขอย่างไร?,"[{'text': 'เพิ่มหรือลดค่าในทุกๆ รอบ', 'weight': 1}, {'text': 'ไม่ควรเปลี่ยนแปลงค่า', 'weight': 0}, {'text': 'เพิ่มค่าเฉพาะรอบแรก', 'weight': 0}, {'text': 'ลดค่าเฉพาะรอบสุดท้าย', 'weight': 0}]",Loops,Medium
116,คำสั่ง break ในภาษา Python ใช้สำหรับ?,"[{'text': 'ออกจาก loop ทันที', 'weight': 1}, {'text': 'วนซ้ำ loop อีกครั้ง', 'weight': 0}, {'text': 'ไปที่ส่วนอื่นของโปรแกรม', 'weight': 0}, {'text': 'หยุดการทำงานของโปรแกรม', 'weight': 0}]",Loops,Medium
117,คำสั่ง continue ในภาษา Python ใช้สำหรับ?,"[{'text': 'ข้ามไปยังรอบถัดไปของ loop', 'weight': 1}, {'text': 'ออกจาก loop ทันที', 'weight': 0}, {'text': 'วนซ้ำ loop อีกครั้ง', 'weight': 0}, {'text': 'หยุดการทำงานของโปรแกรม', 'weight': 0}]",Loops,Medium
118,ในการใช้ loop for ในภาษา Python เราสามารถวนซ้ำผ่าน list หรือ tuple ได้โดยตรง?,"[{'text': 'สามารถ', 'weight': 1}, {'text': 'ไม่สามารถ', 'weight': 0}, {'text': 'บางกรณี', 'weight': 0}, {'text': 'ขึ้นอยู่กับขนาดของ list หรือ tuple', 'weight': 0}]",Loops,Easy
119,ในการใช้ loop while ในภาษา Python เราต้องกำหนดเงื่อนไขในการวนซ้ำอย่างไร?,"[{'text': 'เป็นคำสั่งที่ต้องการให้ true', 'weight': 1}, {'text': 'เป็นคำสั่งที่ต้องการให้ false', 'weight': 0}, {'text': 'ไม่ต้องกำหนดเงื่อนไข', 'weight': 0}, {'text': 'ขึ้นอยู่กับความต้องการของผู้เขียน', 'weight': 0}]",Loops,Medium
120,ใน loop for ถ้าเราต้องการวนซ้ำผ่าน range ของตัวเลข เราสามารถทำได้โดยใช้คำสั่ง?,"[{'text': 'range()', 'weight': 1}, {'text': 'len()', 'weight': 0}, {'text': 'enumerate()', 'weight': 0}, {'text': 'zip()', 'weight': 0}]",Loops,Medium
121,การวนซ้ำผ่าน dictionary ในภาษา Python สามารถทำได้โดยใช้ loop?,"[{'text': 'for', 'weight': 1}, {'text': 'while', 'weight': 0}, {'text': 'if', 'weight': 0}, {'text': 'else', 'weight': 0}]",Loops,Hard
122,การเขียนโปรแกรมภาษา Python จะใช้คำสั่ง if เพื่อทำอะไร?,"[{'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}, {'text': 'เพื่อทำการวนซ้ำ', 'weight': 0}, {'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 1}, {'text': 'เพื่อสร้างคลาส', 'weight': 0}]",Control Flow,Easy
123,คำสั่ง elif ใน Python ใช้เพื่ออะไร?,"[{'text': 'เพื่อตรวจสอบเงื่อนไขหลัก', 'weight': 0}, {'text': 'เพื่อตรวจสอบเงื่อนไขที่สอง', 'weight': 1}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}, {'text': 'เพื่อทำการวนซ้ำ', 'weight': 0}]",Control Flow,Medium
124,คำสั่ง else ใน Python ใช้เพื่ออะไร?,"[{'text': 'เพื่อตรวจสอบเงื่อนไขหลัก', 'weight': 0}, {'text': 'เพื่อทำการวนซ้ำ', 'weight': 0}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}, {'text': 'เพื่อทำงานเมื่อเงื่อนไขไม่เป็นจริง', 'weight': 1}]",Control Flow,Easy
125,การเขียนโปรแกรมภาษา Python จะใช้คำสั่ง for เพื่อทำอะไร?,"[{'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'เพื่อทำการวนซ้ำ', 'weight': 1}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}, {'text': 'เพื่อสร้างคลาส', 'weight': 0}]",Control Flow,Easy
126,คำสั่ง break ใน Python ใช้เพื่ออะไร?,"[{'text': 'เพื่อยุติการทำงานของ loop', 'weight': 1}, {'text': 'เพื่อเริ่มการทำงานของ loop', 'weight': 0}, {'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}]",Control Flow,Medium
127,คำสั่ง continue ใน Python ใช้เพื่ออะไร?,"[{'text': 'เพื่อยุติการทำงานของ loop', 'weight': 0}, {'text': 'เพื่อข้ามไปยังรอบถัดไปของ loop', 'weight': 1}, {'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}]",Control Flow,Medium
128,การเขียนโปรแกรมภาษา Python จะใช้คำสั่ง while เพื่อทำอะไร?,"[{'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'เพื่อทำการวนซ้ำ', 'weight': 1}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}, {'text': 'เพื่อสร้างคลาส', 'weight': 0}]",Control Flow,Medium
129,คำสั่ง pass ใน Python ใช้เพื่ออะไร?,"[{'text': 'เพื่อทำการวนซ้ำ', 'weight': 0}, {'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}, {'text': 'เพื่อไม่ทำอะไรและผ่านไปยังบรรทัดถัดไป', 'weight': 1}]",Control Flow,Hard
130,คำสั่ง try-except-finally ใน Python ใช้เพื่ออะไร?,"[{'text': 'เพื่อตรวจสอบเงื่อนไข', 'weight': 0}, {'text': 'เพื่อทำการวนซ้ำ', 'weight': 0}, {'text': 'เพื่อจัดการกับข้อผิดพลาด', 'weight': 1}, {'text': 'เพื่อสร้างฟังก์ชัน', 'weight': 0}]",Control Flow,Hard
131,ตัวแปรในภาษา Python สามารถเก็บค่าได้กี่ชนิด?,"[{'text': '2 ชนิด', 'weight': 0}, {'text': '3 ชนิด', 'weight': 0.25}, {'text': 'หลายชนิด', 'weight': 1}, {'text': 'ไม่จำกัด', 'weight': 0.5}]",Variables and Data Types,Easy
132,ตัวอย่างของตัวแปรแบบอักขระใน Python คืออะไร?,"[{'text': '123', 'weight': 0}, {'text': ""'Hello, World!'"", 'weight': 1}, {'text': '123.45', 'weight': 0.25}, {'text': 'True', 'weight': 0.5}]",Variables and Data Types,Easy
133,การแปลงตัวแปรจากชนิดหนึ่งเป็นอีกชนิดหนึ่งใน Python ทำได้โดยการใช้ฟังก์ชันอะไร?,"[{'text': 'type()', 'weight': 0.25}, {'text': 'convert()', 'weight': 0}, {'text': 'int(), float(), str() ฯลฯ', 'weight': 1}, {'text': 'change()', 'weight': 0.5}]",Variables and Data Types,Medium
134,ตัวอย่างของตัวแปรแบบจำนวนเต็มใน Python คืออะไร?,"[{'text': '123.45', 'weight': 0}, {'text': ""'Hello, World!'"", 'weight': 0.25}, {'text': '123', 'weight': 1}, {'text': 'True', 'weight': 0.5}]",Variables and Data Types,Easy
135,การสร้างตัวแปรใน Python สามารถทำได้โดยการใช้สัญลักษณ์อะไร?,"[{'text': '=', 'weight': 1}, {'text': '==', 'weight': 0}, {'text': '<>', 'weight': 0.25}, {'text': '!=', 'weight': 0.5}]",Variables and Data Types,Easy
136,ตัวอย่างของตัวแปรแบบตรรกศาสตร์ใน Python คืออะไร?,"[{'text': '123', 'weight': 0}, {'text': ""'Hello, World!'"", 'weight': 0.25}, {'text': 'True', 'weight': 1}, {'text': '123.45', 'weight': 0.5}]",Variables and Data Types,Easy
137,การตรวจสอบชนิดของตัวแปรใน Python สามารถทำได้โดยการใช้ฟังก์ชันอะไร?,"[{'text': 'type()', 'weight': 1}, {'text': 'check_type()', 'weight': 0}, {'text': 'isinstance()', 'weight': 0.5}, {'text': 'typeof()', 'weight': 0.25}]",Variables and Data Types,Medium
138,ตัวอย่างของตัวแปรแบบจำนวนจริงใน Python คืออะไร?,"[{'text': '123', 'weight': 0}, {'text': ""'Hello, World!'"", 'weight': 0.25}, {'text': '123.45', 'weight': 1}, {'text': 'True', 'weight': 0.5}]",Variables and Data Types,Easy
139,การกำหนดค่าเริ่มต้นให้กับตัวแปรใน Python สามารถทำได้โดยการใช้สัญลักษณ์อะไร?,"[{'text': '=', 'weight': 1}, {'text': '==', 'weight': 0}, {'text': '<>', 'weight': 0.25}, {'text': '!=', 'weight': 0.5}]",Variables and Data Types,Easy
0,Context Manager คืออะไร?,"[{'text': 'คลาสพิเศษที่ช่วยจัดการทรัพยากรใน Python', 'weight': 1}, {'text': 'ฟังก์ชันที่ใช้เพื่อจัดการทรัพยากร', 'weight': 0.25}, {'text': 'โมดูลที่ใช้เพื่อจัดการทรัพยากร', 'weight': 0}, {'text': 'ไม่มีความหมายใดๆ', 'weight': 0}]",Context Manager,Easy
1,วัตถุประสงค์ของ Context Manager คืออะไร?,"[{'text': 'เพื่อจัดการทรัพยากร เช่น การเปิด/ปิดไฟล์ หรือการเชื่อมต่อฐานข้อมูล', 'weight': 1}, {'text': 'เพื่อเพิ่มความเร็วในการทำงานของโปรแกรม', 'weight': 0}, {'text': 'เพื่อลดขนาดของโค้ด', 'weight': 0}, {'text': 'เพื่อเพิ่มความปลอดภัยในการเขียนโปรแกรม', 'weight': 0.25}]",Context Manager,Medium
2,ตัวอย่างการใช้งาน Context Manager คืออะไร?,"[{'text': ""with open('file.txt', 'r') as file:"", 'weight': 1}, {'text': ""file = open('file.txt', 'r')"", 'weight': 0.25}, {'text': 'import contextmanager', 'weight': 0}, {'text': 'from contextlib import contextmanager', 'weight': 0.5}]",Context Manager,Medium
3,Context Manager สามารถใช้กับทรัพยากรใดบ้าง?,"[{'text': 'ไฟล์, ฐานข้อมูล, โซคเก็ต, ล็อก', 'weight': 1}, {'text': 'ไฟล์, ฐานข้อมูล', 'weight': 0.5}, {'text': 'ล็อก, โซคเก็ต', 'weight': 0.25}, {'text': 'ไม่สามารถใช้กับทรัพยากรใดๆ', 'weight': 0}]",Context Manager,Medium
4,การทำงานของ Context Manager มีขั้นตอนใดบ้าง?,"[{'text': '__enter__ และ __exit__', 'weight': 1}, {'text': '__init__ และ __del__', 'weight': 0.25}, {'text': '__str__ และ __repr__', 'weight': 0}, {'text': '__add__ และ __sub__', 'weight': 0}]",Context Manager,Hard
5,ความสำคัญของ Context Manager คืออะไร?,"[{'text': 'ช่วยลดความซับซ้อนในการจัดการทรัพยากร', 'weight': 1}, {'text': 'ช่วยเพิ่มความเร็วในการทำงานของโปรแกรม', 'weight': 0}, {'text': 'ช่วยลดขนาดของโค้ด', 'weight': 0}, {'text': 'ช่วยเพิ่มความปลอดภัยในการเขียนโปรแกรม', 'weight': 0.25}]",Context Manager,Medium
6,การใช้งาน Context Manager มีข้อจำกัดใดบ้าง?,"[{'text': 'ไม่สามารถใช้กับทรัพยากรที่ไม่สนับสนุน', 'weight': 1}, {'text': 'สามารถใช้กับทุกทรัพยากร', 'weight': 0}, {'text': 'ไม่สามารถใช้กับทรัพยากรที่มีขนาดใหญ่', 'weight': 0.25}, {'text': 'ไม่สามารถใช้กับทรัพยากรที่มีความซับซ้อน', 'weight': 0.5}]",Context Manager,Hard
7,Context Manager สามารถใช้ร่วมกับทรัพยากรใดบ้าง?,"[{'text': 'ไฟล์, ฐานข้อมูล, โซคเก็ต, ล็อก', 'weight': 1}, {'text': 'ไฟล์, ฐานข้อมูล', 'weight': 0.5}, {'text': 'ล็อก, โซคเก็ต', 'weight': 0.25}, {'text': 'ไม่สามารถใช้ร่วมกับทรัพยากรใดๆ', 'weight': 0}]",Context Manager,Medium
8,Context Manager มีประโยชน์อย่างไร?,"[{'text': 'ช่วยลดความซับซ้อนในการจัดการทรัพยากร', 'weight': 1}, {'text': 'ช่วยเพิ่มความเร็วในการทำงานของโปรแกรม', 'weight': 0}, {'text': 'ช่วยลดขนาดของโค้ด', 'weight': 0}, {'text': 'ไม่มีประโยชน์ใดๆ', 'weight': 0}]",Context Manager,Easy
9,ต้องการใช้ Decorator เพื่อเพิ่มฟังก์ชันให้กับฟังก์ชันอื่นๆ ใน Python ควรใช้คำสั่งอะไร?,"[{'text': '@decorator_name', 'weight': 1}, {'text': 'def decorator_name:', 'weight': 0}, {'text': 'import decorator_name', 'weight': 0}, {'text': 'from decorator import *', 'weight': 0}]",การใช้งานเบื้องต้นของ Decorator,Easy
10,เมื่อเรียกใช้ฟังก์ชันที่ถูกตกแต่งด้วย Decorator จะเกิดอะไรขึ้น?,"[{'text': 'ฟังก์ชันจะถูกเรียกใช้โดยตรง', 'weight': 0}, {'text': 'ฟังก์ชันจะถูกแทนที่ด้วย Decorator', 'weight': 0}, {'text': 'ฟังก์ชันจะถูกเรียกใช้ผ่าน Decorator', 'weight': 1}, {'text': 'ไม่มีการทำงานใดๆ เกิดขึ้น', 'weight': 0}]",การทำงานของ Decorator,Medium
11,ฟังก์ชันใดใน Python ที่ถือว่าเป็น Decorator?,"[{'text': 'len()', 'weight': 0}, {'text': 'type()', 'weight': 0}, {'text': 'classmethod()', 'weight': 0.5}, {'text': 'staticmethod()', 'weight': 0.5}]",การใช้งานเบื้องต้นของ Decorator,Medium
12,คำสั่งใดที่ใช้สำหรับการสร้าง Decorator ใน Python?,"[{'text': 'def', 'weight': 0}, {'text': 'class', 'weight': 0}, {'text': '@', 'weight': 1}, {'text': 'import', 'weight': 0}]",การใช้งานเบื้องต้นของ Decorator,Easy
13,ฟังก์ชันใดที่สามารถใช้เป็น Decorator ใน Python?,"[{'text': 'ฟังก์ชันที่รับค่า argument เพียง 1 ตัว', 'weight': 0}, {'text': 'ฟังก์ชันที่ไม่รับค่า argument ใดๆ', 'weight': 0}, {'text': 'ฟังก์ชันที่รับค่า argument เป็นจำนวนมาก', 'weight': 1}, {'text': 'ฟังก์ชันที่ไม่คืนค่า', 'weight': 0}]",การใช้งานเบื้องต้นของ Decorator,Medium
14,การใช้งาน Decorator มีข้อดีอย่างไร?,"[{'text': 'เพิ่มความซับซ้อนของโค้ด', 'weight': 0}, {'text': 'ลดความสามารถในการแก้ไขโค้ด', 'weight': 0}, {'text': 'ช่วยให้โค้ดมีความกระชับและอ่านง่าย', 'weight': 1}, {'text': 'ทำให้การทำงานของโปรแกรมช้าลง', 'weight': 0}]",การใช้งานเบื้องต้นของ Decorator,Medium
15,การตกแต่งฟังก์ชันด้วย Decorator สามารถทำได้กับฟังก์ชันใดบ้าง?,"[{'text': 'ฟังก์ชันที่ไม่มีการคืนค่า', 'weight': 0}, {'text': 'ฟังก์ชันที่มีการคืนค่า', 'weight': 1}, {'text': 'ฟังก์ชันที่รับค่า argument เพียง 1 ตัว', 'weight': 0}, {'text': 'ฟังก์ชันที่ไม่รับค่า argument ใดๆ', 'weight': 0}]",การใช้งานเบื้องต้นของ Decorator,Hard
16,การตกแต่งฟังก์ชันด้วย Decorator สามารถทำได้กับคลาสใดบ้าง?,"[{'text': 'คลาสที่ไม่มี __init__ method', 'weight': 0}, {'text': 'คลาสที่มี __init__ method', 'weight': 1}, {'text': 'คลาสที่มีเฉพาะ static method', 'weight': 0}, {'text': 'คลาสที่ไม่มี method ใดๆ', 'weight': 0}]",การใช้งานเบื้องต้นของ Decorator,Hard
17,ฟังก์ชันใดใน Python ที่ถือว่าเป็น Decorator แบบ built-in?,"[{'text': 'classmethod()', 'weight': 0.5}, {'text': 'staticmethod()', 'weight': 0.5}, {'text': 'property()', 'weight': 0}, {'text': 'all of the above', 'weight': 1}]",การใช้งานเบื้องต้นของ Decorator,Hard
18,การตกแต่งฟังก์ชันด้วย Decorator สามารถทำได้กับฟังก์ชันใดบ้าง?,"[{'text': 'ฟังก์ชันที่ไม่มีการคืนค่า', 'weight': 1}, {'text': 'ฟังก์ชันที่มีการคืนค่า', 'weight': 1}, {'text': 'ฟังก์ชันที่รับค่า argument เพียง 1 ตัว', 'weight': 1}, {'text': 'ฟังก์ชันที่ไม่รับค่า argument ใดๆ', 'weight': 1}]",การใช้งานเบื้องต้นของ Decorator,Hard
19,การใช้งาน iterators ใน Python คืออะไร?,"[{'text': 'การวนลูปผ่านข้อมูลที่มีอยู่', 'weight': 1}, {'text': 'การสร้างฟังก์ชันที่สามารถเรียกใช้ได้หลายครั้ง', 'weight': 0}, {'text': 'การแปลงข้อมูลจากชนิดข้อมูลหนึ่งเป็นอีกชนิดข้อมูลหนึ่ง', 'weight': 0}, {'text': 'การตรวจสอบความถูกต้องของข้อมูล', 'weight': 0}]",Iterators,Easy
20,วิธีการสร้าง iterator ใน Python คืออะไร?,"[{'text': 'การใช้ฟังก์ชัน iter()', 'weight': 1}, {'text': 'การใช้ฟังก์ชัน next()', 'weight': 0}, {'text': 'การใช้ keyword yield', 'weight': 0}, {'text': 'การใช้ loop for', 'weight': 0}]",Iterators,Medium
21,ความแตกต่างระหว่าง iterators และ generators ใน Python คืออะไร?,"[{'text': 'generators สามารถสร้างข้อมูลได้ในขณะที่ iterators ไม่สามารถ', 'weight': 1}, {'text': 'iterators สามารถสร้างข้อมูลได้ในขณะที่ generators ไม่สามารถ', 'weight': 0}, {'text': 'generators และ iterators ทั้งคู่สามารถสร้างข้อมูลได้', 'weight': 0}, {'text': 'generators และ iterators ทั้งคู่ไม่สามารถสร้างข้อมูลได้', 'weight': 0}]",Iterators_and_Generators,Hard
22,วัตถุประสงค์ของการใช้ generators ใน Python คืออะไร?,"[{'text': 'เพื่อลดการใช้ทรัพยากรในการจัดเก็บข้อมูล', 'weight': 1}, {'text': 'เพื่อเพิ่มความเร็วในการประมวลผล', 'weight': 0}, {'text': 'เพื่อลดขนาดของโค้ด', 'weight': 0}, {'text': 'เพื่อเพิ่มความซับซ้อนของโค้ด', 'weight': 0}]",Generators,Medium
