,Question,Choice1,Choice2,Choice3,Choice4,Topic,Level
101,ถ้าเรามี list ที่ชื่อ students และต้องการสร้าง list ใหม่ที่มีชื่อว่า passing_students โดยใช้นักเรียนที่ได้คะแนนมากกว่าหรือเท่ากับ 60 จะสามารถทำได้ด้วยคำสั่งอะไร?,"(""passing_students = [student for student in students if student['grade'] >= 60]"", 1)","(""passing_students = [student for student in students if student['grade'] <= 60]"", 0)","('passing_students = students[:len(students)//2]', 0)","('passing_students = students[len(students)//2:]', 0)",List,Medium
102,"ถ้าเรามี list ที่ชื่อว่า my_list = [1, 2, 3, 4, 5] และเราต้องการสร้าง list ใหม่ที่มีค่าเป็นเลขคู่จาก list เดิม เราสามารถใช้ list comprehension ดังนี้:","('[x for x in my_list if x % 2 == 0]', 0.75)","('[x for x in my_list if x % 2!= 0]', 0)","('[x*2 for x in my_list]', 0)","('[x+2 for x in my_list]', 0.25)",List,Medium
103,"ถ้าเรามี list ที่ชื่อว่า words = ['python', 'is', 'awesome'] และเราต้องการรวมข้อมูลใน list นี้เป็น string เดียว เราสามารถใช้วิธีการใด?","(""' '.join(words)"", 0.75)","(""','.join(words)"", 0)","(""'_'.join(words)"", 0.25)","(""words.join('')"", 0)",List,Medium
104,ในการทำงานกับ list comprehension เราสามารถใช้วิธีการใดในการเรียงลำดับข้อมูลใน list?,"('sort()', 0.75)","('order()', 0)","('arrange()', 0)","('organize()', 0.25)",List,Medium
105,"ถ้าเรามี list ที่ชื่อว่า mixed = [1, 'a', 2, 'b', 3, 'c'] และเราต้องการแยกข้อมูลเป็น list ของตัวเลขและ list ของตัวอักษร เราสามารถใช้ list comprehension ดังนี้:","('nums = [x for x in mixed if type(x) == int], chars = [x for x in mixed if type(x) == str]', 0.75)","('nums = [x for x in mixed if type(x) == str], chars = [x for x in mixed if type(x) == int]', 0)","('nums = [x for x in mixed if x % 2 == 0], chars = [x for x in mixed if x % 2!= 0]', 0)","('nums = [x*2 for x in mixed], chars = [x+2 for x in mixed]', 0.25)",List,Hard
106,การสร้าง list ในภาษา Python สามารถทำได้โดยการใช้สัญลักษณ์อะไร?,"('()', 0)","('{}', 0.5)","('[]', 1)","('.', 0)",List,Easy
107,การเพิ่ม element เข้าไปใน list ของภาษา Python สามารถทำได้โดยใช้ method อะไร?,"('append', 1)","('insert', 0.75)","('extend', 0.5)","('remove', 0)",List,Medium
108,วิธีการเข้าถึง element ที่อยู่ใน list ของภาษา Python คือ?,"('โดยใช้ index', 1)","('โดยใช้ key', 0.25)","('โดยใช้ value', 0.5)","('ไม่สามารถเข้าถึงได้', 0)",List,Easy
109,การสร้าง list comprehension ในภาษา Python สามารถทำได้โดยการใช้สัญลักษณ์อะไร?,"('[]', 0.75)","('{}', 0)","('()', 0)","(':', 0.25)",List,Easy
110,ในการทำงานกับ list comprehension เราสามารถใช้วิธีการใดในการสลับตำแหน่งของข้อมูลใน list?,"('reverse()', 0.75)","('invert()', 0)","('flip()', 0)","('swap()', 0.25)",List,Medium
111,ในการทำงานกับ list comprehension เราสามารถใช้เงื่อนไขใดในการกรองข้อมูล?,"('if', 0.75)","('else', 0)","('for', 0.25)","('while', 0)",List,Medium
112,"ถ้าเรามี list ที่ชื่อว่า fruits = ['apple', 'banana', 'cherry'] และเราต้องการหาความยาวของ list นี้ เราสามารถใช้ฟังก์ชันใด?","('len()', 0.75)","('size()', 0)","('length()', 0)","('count()', 0.25)",List,Easy
113,ถ้าเรามี list ที่ชื่อ products และต้องการสร้าง list ใหม่ที่มีชื่อว่า discounted_products โดยใช้เฉพาะสินค้าที่มีส่วนลดมากกว่าหรือเท่ากับ 10% จะสามารถทำได้ด้วยคำสั่งอะไร?,"(""discounted_products = [product for product in products if product['discount'] >= 0.1]"", 1)","(""discounted_products = [product for product in products if product['discount'] <= 0.1]"", 0)","('discounted_products = products[:len(products)//2]', 0)","('discounted_products = products[len(products)//2:]', 0)",List,Hard
114,"ถ้าเรามี list ที่ชื่อว่า numbers = [1, 2, 3, 4, 5] และเราต้องการหาจำนวนรวมของข้อมูลใน list นี้ เราสามารถใช้วิธีการใด?","('sum(numbers)', 0.75)","('total(numbers)', 0)","('add(numbers)', 0)","('multiply(numbers)', 0.25)",List,Medium
115,การลบ element ออกจาก list ของภาษา Python สามารถทำได้โดยใช้ method อะไร?,"('remove', 1)","('pop', 0.75)","('del', 0.5)","('clear', 0)",List,Medium
116,คำสั่ง for ในภาษา Python ใช้สำหรับการวนซ้ำแบบใด?,"('การวนซ้ำที่มีการนับจำนวนรอบที่แน่นอน', 0.75)","('การวนซ้ำที่ไม่มีการนับจำนวนรอบ', 0.25)","('การวนซ้ำที่มีการกระโดดข้าม', 0)","('การวนซ้ำที่มีการวนซ้ำไปเรื่อยๆ', 0)",Loops,Easy
117,การใช้วงวน (loop) แบบ while ใน Python สามารถวนซ้ำคำสั่งที่มีจำนวนครั้งที่แน่นอนได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่สามารถตอบได้', 0)",Loops,Medium
118,"ในภาษา Python, การใช้วงวน (loop) แบบ for จะต้องมีการกำหนดจำนวนครั้งที่แน่นอนหรือไม่?","('ไม่จำเป็นต้องกำหนด', 1)","('จำเป็นต้องกำหนด', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่สามารถตอบได้', 0)",Loops,Easy
119,การวนซ้ำคำสั่งใน Python สามารถทำได้โดยการใช้วงวน (loop) แบบไหนบ้าง?,"('for loop และ while loop', 1)","('for loop เท่านั้น', 0)","('while loop เท่านั้น', 0)","('if statement และ function', 0)",Loops,Hard
120,"ในภาษา Python, วงวน (loop) ที่ใช้สำหรับการวนซ้ำคำสั่งที่มีจำนวนครั้งที่แน่นอน คือ?","('for loop', 1)","('while loop', 0)","('if statement', 0)","('function', 0)",Loops,Easy
121,วงวน (loop) ที่ใช้สำหรับการวนซ้ำคำสั่งโดยไม่จำกัดจำนวนครั้ง คือ?,"('for loop', 0)","('while loop', 1)","('if statement', 0)","('function', 0)",Loops,Medium
122,การใช้คำสั่ง break ใน Python จะทำให้วงวน (loop) ทำอะไร?,"('ออกจากวงวน', 1)","('ข้ามไปยังคำสั่งต่อไป', 0)","('วนซ้ำคำสั่งที่เหลือ', 0)","('หยุดการทำงานของโปรแกรม', 0)",Loops,Medium
123,"ในภาษา Python, วงวน (loop) ที่ใช้สำหรับการวนซ้ำคำสั่งหลายครั้ง คือ?","('for loop', 1)","('while loop', 0.75)","('if statement', 0)","('function', 0)",Loops,Easy
124,การใช้คำสั่ง continue ใน Python จะทำให้วงวน (loop) ทำอะไร?,"('ข้ามไปยังคำสั่งต่อไป', 0.75)","('ออกจากวงวน', 0)","('วนซ้ำคำสั่งที่เหลือ', 0.25)","('หยุดการทำงานของโปรแกรม', 0)",Loops,Medium
125,คำสั่ง range() ในภาษา Python ใช้สำหรับอะไร?,"('การสร้างรายการของตัวเลข', 0.75)","('การสร้างรายการของตัวอักษร', 0)","('การสร้างฟังก์ชัน', 0)","('การสร้างเงื่อนไข', 0.25)",Loops,Medium
126,การใช้วงวน (loop) แบบ while ใน Python จำเป็นต้องมีการกำหนดเงื่อนไขในการวนซ้ำหรือไม่?,"('จำเป็นต้องกำหนด', 1)","('ไม่จำเป็นต้องกำหนด', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่สามารถตอบได้', 0)",Loops,Medium
127,ในการใช้คำสั่ง for ในภาษา Python เราสามารถใช้ค่าใดเป็นค่าเริ่มต้น?,"('ตัวเลข', 0.25)","('ตัวอักษร', 0)","('รายการ', 0.75)","('ฟังก์ชัน', 0)",Loops,Medium
128,ในการใช้คำสั่ง while ในภาษา Python เราต้องระบุค่าอะไรในวงเล็บ?,"('เงื่อนไข', 0.75)","('ตัวเลข', 0)","('ตัวอักษร', 0)","('รายการ', 0.25)",Loops,Medium
129,คำสั่ง while ในภาษา Python ใช้สำหรับการวนซ้ำแบบใด?,"('การวนซ้ำที่มีการนับจำนวนรอบที่แน่นอน', 0)","('การวนซ้ำที่ไม่มีการนับจำนวนรอบ', 0.75)","('การวนซ้ำที่มีการกระโดดข้าม', 0)","('การวนซ้ำที่มีการวนซ้ำไปเรื่อยๆ', 0.25)",Loops,Medium
130,การวนซ้ำในภาษา Python สามารถทำได้โดยใช้คำสั่งใดบ้าง (ยกเว้น for และ while)?,"('do-while', 0.25)","('repeat', 0)","('recur', 0.75)","('loop', 0)",Loops,Hard
131,ถ้าเราต้องการนำเข้าเฉพาะฟังก์ชัน sin() จากโมดูล math ใน Python จะต้องใช้คำสั่งใด?,"('from math import sin', 1)","('import math.sin', 0)","('import math', 0)","('load math.sin', 0)",ModulesandImports,Medium
132,การนำเข้าโมดูล tkinter ใน Python สามารถทำได้โดยการใช้คำสั่งใด?,"('import tkinter as tk', 1)","('load tkinter', 0)","('include tkinter', 0)","('require tkinter', 0)",ModulesandImports,Easy
133,เมื่อเรียกใช้โมดูล pandas ใน Python แล้วเราสามารถใช้งานฟังก์ชันใดได้?,"('DataFrame()', 1)","('Series()', 0.75)","('read_csv()', 0.5)","('print()', 0)",ModulesandImports,Medium
134,การนำเข้าโมดูล numpy ใน Python สามารถทำได้โดยการใช้คำสั่งใด?,"('import numpy as np', 1)","('load numpy', 0)","('include numpy', 0)","('require numpy', 0)",ModulesandImports,Easy
135,เมื่อเรียกใช้โมดูล datetime ใน Python แล้วเราสามารถใช้งานฟังก์ชันใดได้?,"('now()', 1)","('strftime()', 0.75)","('timedelta()', 0.5)","('print()', 0)",ModulesandImports,Medium
136,การนำเข้าโมดูลทั้งหมดจาก package ใน Python สามารถทำได้โดยการใช้คำสั่งใด?,"('from package import *', 1)","('import package.*', 0)","('load package', 0)","('include package', 0)",ModulesandImports,Medium
137,เมื่อเรียกใช้โมดูล random ใน Python แล้วเราสามารถใช้งานฟังก์ชันใดได้?,"('randint()', 1)","('uniform()', 0.75)","('choice()', 0.5)","('print()', 0)",ModulesandImports,Easy
138,การสร้างโมดูลของตัวเองใน Python สามารถทำได้โดยการสร้างไฟล์ใด?,"('.py', 1)","('.txt', 0)","('.html', 0)","('.css', 0)",ModulesandImports,Medium
139,เมื่อเรียกใช้โมดูล math ใน Python โดยใช้คำสั่ง import math แล้วเราสามารถใช้งานฟังก์ชันใดได้?,"('sin()', 1)","('sqrt()', 0.75)","('random()', 0)","('print()', 0)",ModulesandImports,Easy
140,การใช้คำสั่ง import datetime ใน Python จะนำเข้าโมดูลใด?,"('โมดูลสำหรับการจัดการข้อมูล', 0)","('โมดูลสำหรับการทำงานกับเวลา', 1)","('โมดูลสำหรับการทำงานกับไฟล์', 0)","('โมดูลสำหรับการทำงานกับระบบปฏิบัติการ', 0)",ModulesandImports,Medium
141,การใช้คำสั่ง import random ใน Python จะนำเข้าโมดูลใด?,"('โมดูลสำหรับการจัดการข้อมูล', 0)","('โมดูลสำหรับการสร้างตัวเลขสุ่ม', 1)","('โมดูลสำหรับการทำงานกับเวลา', 0)","('โมดูลสำหรับการทำงานกับไฟล์', 0)",ModulesandImports,Medium
142,การใช้คำสั่ง import re ใน Python จะนำเข้าโมดูลใด?,"('โมดูลสำหรับการทำงานกับข้อความ', 1)","('โมดูลสำหรับการทำงานกับไฟล์', 0)","('โมดูลสำหรับการทำงานกับเวลา', 0)","('โมดูลสำหรับการทำงานกับระบบปฏิบัติการ', 0)",ModulesandImports,Medium
143,การ import ฟังก์ชันเฉพาะจากโมดูล os ใน Python สามารถทำได้โดยใช้คำสั่งใด?,"('from os import path', 1)","('import os.path', 0)","('load os.path', 0)","('require os.path', 0)",ModulesandImports,Medium
144,การ import โมดูลทั้งหมดจาก package ใน Python สามารถทำได้โดยใช้คำสั่งใด?,"('from package import *', 1)","('import package.*', 0)","('load package.*', 0)","('require package.*', 0)",ModulesandImports,Hard
145,การใช้คำสั่ง from math import sin จะนำเข้าฟังก์ชันใดจากโมดูล math?,"('sin', 1)","('cos', 0)","('tan', 0)","('log', 0)",ModulesandImports,Easy
146,โมดูล sys ใน Python มีประโยชน์ในการทำงานกับสิ่งใด?,"('การจัดการข้อมูล', 0)","('การทำงานกับระบบปฏิบัติการ', 1)","('การทำงานกับเวลา', 0)","('การทำงานกับไฟล์', 0)",ModulesandImports,Medium
147,การ import โมดูลเฉพาะฟังก์ชันใน Python สามารถทำได้โดยใช้คำสั่งใด?,"('from module import function', 1)","('import module.function', 0)","('load module.function', 0)","('require module.function', 0)",ModulesandImports,Medium
148,การนำเข้าโมดูลในภาษา Python สามารถทำได้โดยการใช้คำสั่งใด?,"('import', 1)","('load', 0)","('include', 0)","('require', 0)",ModulesandImports,Easy
149,เมื่อเรียกใช้โมดูล math ใน Python จะต้องใช้คำสั่งใด?,"('from math import *', 0.5)","('import math', 1)","('load math', 0)","('require math', 0)",ModulesandImports,Easy
150,คุณสมบัติของการโปรแกรมแบบ Object-Oriented คืออะไร?,"('Encapsulation', 0.5)","('Inheritance', 0.5)","('Polymorphism', 0.5)","('All of the above', 1)",Object-Oriented Programming (OOP),Medium
151,วิธีการที่ใช้เพื่อป้องกันการเข้าถึงข้อมูลโดยตรงจากภายนอก object คืออะไร?,"('Encapsulation', 1)","('Inheritance', 0)","('Polymorphism', 0)","('Abstraction', 0)",Object-Oriented Programming (OOP),Medium
152,คลาสใดในภาษา Python ที่ใช้สำหรับการสร้าง object?,"('Class', 1)","('Object', 0)","('Function', 0)","('Module', 0)",Object-Oriented Programming (OOP),Easy
153,การสร้าง class ที่ไม่สามารถสร้าง object ได้ คืออะไร?,"('Abstract class', 1)","('Concrete class', 0)","('Static class', 0)","('Singleton class', 0)",Object-Oriented Programming (OOP),Hard
154,ความหมายของคำว่า 'Abstraction' ในภาษา Python คืออะไร?,"('การแสดงเฉพาะส่วนที่สำคัญของข้อมูล', 1)","('การสร้างคลาสใหม่', 0.25)","('การลบคลาส', 0)","('การแก้ไขคลาส', 0.5)",Object-Oriented Programming (OOP),Medium
155,การสร้าง method ที่สามารถเรียกใช้งานได้เฉพาะภายใน class เท่านั้น คืออะไร?,"('Private method', 1)","('Protected method', 0.5)","('Public method', 0)","('Static method', 0)",Object-Oriented Programming (OOP),Hard
156,วิธีการสร้างเมธอดพิเศษ (Special Method) ในภาษา Python คืออะไร?,"('การใช้เครื่องหมายใต้ขีด (_) ก่อนและหลังชื่อเมธอด', 1)","('การใช้เครื่องหมายจุด (.) ก่อนชื่อเมธอด', 0.25)","('การใช้เครื่องหมายอัศเจรีย (!) หลังชื่อเมธอด', 0)","('การใช้เครื่องหมายทวีคูณ (*) ก่อนชื่อเมธอด', 0.5)",Object-Oriented Programming (OOP),Medium
157,การสร้าง attribute ที่สามารถเข้าถึงได้เฉพาะภายใน class เท่านั้น คืออะไร?,"('Private attribute', 1)","('Protected attribute', 0.5)","('Public attribute', 0)","('Static attribute', 0)",Object-Oriented Programming (OOP),Hard
158,วิธีการเรียกใช้เมธอดของคลาสในภาษา Python คืออะไร?,"('การใช้จุด (.)', 1)","('การใช้เครื่องหมายคำถาม (?)', 0)","('การใช้เครื่องหมายอัศเจรีย (!)', 0)","('การใช้เครื่องหมายทวีคูณ (*)', 0.25)",Object-Oriented Programming (OOP),Easy
159,ความหมายของคำว่า 'Inheritance' ในภาษา Python คืออะไร?,"('การรับช่วงต่อจากคลาสอื่น', 1)","('การสร้างคลาสใหม่', 0.25)","('การลบคลาส', 0)","('การแก้ไขคลาส', 0.5)",Object-Oriented Programming (OOP),Medium
160,การสร้างวัตถุ (Object) จากคลาสในภาษา Python ทำอย่างไร?,"('การใช้คำสั่ง new', 0)","('การใช้คำสั่ง create', 0)","('การใช้คำสั่ง class_name()', 1)","('การใช้คำสั่ง object_name = class_name()', 0.5)",Object-Oriented Programming (OOP),Easy
161,ความหมายของคำว่า 'Encapsulation' ในภาษา Python คืออะไร?,"('การห่อหุ้มข้อมูลและฟังก์ชันในคลาสเดียวกัน', 1)","('การแบ่งปันข้อมูลระหว่างคลาส', 0.25)","('การสร้างคลาสใหม่', 0)","('การลบคลาส', 0.5)",Object-Oriented Programming (OOP),Medium
162,ความหมายของคำว่า 'Polymorphism' ในภาษา Python คืออะไร?,"('การแสดงผลลัพธ์ที่แตกต่างกันของเมธอดที่มีชื่อเดียวกัน', 1)","('การสร้างคลาสใหม่', 0.25)","('การลบคลาส', 0)","('การแก้ไขคลาส', 0.5)",Object-Oriented Programming (OOP),Hard
163,คุณสมบัติของการเชื่อมโยงคลาสในภาษา Python คืออะไร?,"('การรับช่วงต่อจากคลาสอื่น', 1)","('การสร้างคลาสใหม่', 0.25)","('การลบคลาส', 0)","('การแก้ไขคลาส', 0.5)",Object-Oriented Programming (OOP),Medium
164,การสร้างคลาสในภาษา Python จำเป็นต้องใช้คำสั่งใด?,"('class', 1)","('object', 0.25)","('instance', 0.5)","('inheritance', 0)",Object-Oriented Programming (OOP),Easy
165,การสร้าง class ใหม่ที่มีคุณสมบัติและพฤติกรรมเหมือนกับ class เดิม แต่สามารถเพิ่มเติมหรือแก้ไขได้ คืออะไร?,"('Inheritance', 1)","('Encapsulation', 0)","('Polymorphism', 0)","('Abstraction', 0)",Object-Oriented Programming (OOP),Medium
166,การกำหนดให้ method หรือ function สามารถทำงานได้กับหลายประเภทของข้อมูล คืออะไร?,"('Polymorphism', 1)","('Inheritance', 0)","('Encapsulation', 0)","('Abstraction', 0)",Object-Oriented Programming (OOP),Medium
167,การแสดงผลลัพธ์ของ object เป็นในรูปแบบที่สามารถอ่านได้ง่าย คืออะไร?,"('__str__()', 1)","('__repr__()', 0.5)","('print()', 0)","('display()', 0)",Object-Oriented Programming (OOP),Easy
168,วิธีการเข้าถึงข้อมูลสมาชิกของคลาสในภาษา Python คืออะไร?,"('การใช้จุด (.)', 1)","('การใช้เครื่องหมายคำถาม (?)', 0)","('การใช้เครื่องหมายอัศเจรีย (!)', 0)","('การใช้เครื่องหมายทวีคูณ (*)', 0.25)",Object-Oriented Programming (OOP),Easy
169,การสร้าง object จาก class ใน Python ใช้คำสั่งอะไร?,"('new', 0)","('create', 0)","('instance', 1)","('objectify', 0)",Object-Oriented Programming (OOP),Easy
170,เซตในภาษา Python คืออะไร?,"('คอลเล็กชันของไอเท็มที่ไม่ซ้ำกัน', 1)","('คอลเล็กชันของไอเท็มที่ซ้ำกัน', 0)","('คอลเล็กชันของไอเท็มที่มีลำดับ', 0)","('คอลเล็กชันของไอเท็มที่ไม่มีลำดับ', 0.5)",Set,Easy
171,การสร้างเซตใน Python ทำอย่างไร?,"('ใช้ฟังก์ชัน set()', 1)","('ใช้ฟังก์ชัน list()', 0)","('ใช้ฟังก์ชัน dict()', 0)","('ใช้ฟังก์ชัน tuple()', 0)",Set,Easy
172,วิธีการเพิ่มข้อมูลในเซตใน Python คือ?,"('ใช้เมธอด add()', 1)","('ใช้เมธอด append()', 0)","('ใช้เมธอด insert()', 0)","('ใช้เมธอด update()', 0.5)",Set,Medium
173,เซตใน Python สามารถทำการรวมข้อมูลได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ขึ้นอยู่กับการใช้งาน', 0.25)",Set,Easy
174,เซตใน Python สามารถทำการคัดลอกข้อมูลได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ขึ้นอยู่กับการใช้งาน', 0.25)",Set,Easy
175,เซตใน Python สามารถทำการเปรียบเทียบข้อมูลได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ขึ้นอยู่กับการใช้งาน', 0.25)",Set,Medium
176,เซตใน Python สามารถทำการค้นหาข้อมูลได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ขึ้นอยู่กับการใช้งาน', 0.25)",Set,Medium
177,เซตใน Python สามารถทำการตรวจสอบความซ้ำของข้อมูลได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ขึ้นอยู่กับการใช้งาน', 0.25)",Set,Hard
178,การรวม set ในภาษา Python สามารถทำได้โดยใช้ operator อะไร?,"('union', 1)","('intersection', 0.75)","('difference', 0.5)","('symmetric_difference', 0)",Set,Medium
179,เซตในภาษาไพธอนสามารถสร้างได้โดยการใช้สัญลักษณ์อะไร?,"('{}', 1)","('()', 0)","('[]', 0)","('.set', 0)",Set,Easy
180,การสร้างเซตในภาษาไพธอนสามารถทำได้โดยใช้วิธีการใด?,"('set() function', 1)","('list comprehension', 0.5)","('dictionary', 0)","('tuple', 0)",Set,Medium
181,เซตในภาษาไพธอนมีลักษณะเด่นอย่างไร?,"('ไม่สามารถมีสมาชิกซ้ำกันได้', 1)","('สามารถมีสมาชิกซ้ำกันได้', 0)","('เป็นลำดับ', 0)","('สามารถแก้ไขได้', 0)",Set,Easy
182,เราสามารถเพิ่มสมาชิกใหม่เข้าไปในเซตในภาษาไพธอนได้โดยใช้เมธอดอะไร?,"('add()', 1)","('append()', 0)","('insert()', 0)","('update()', 0.5)",Set,Medium
183,เซตในภาษาไพธอนสามารถทำการรวมเซต (Union) ได้โดยใช้เครื่องหมายอะไร?,"('|', 1)","('&', 0.5)","('+', 0)","('*', 0)",Set,Medium
184,เซตในภาษาไพธอนสามารถทำการหาข้อมูลที่เหมือนกันระหว่างสองเซต (Intersection) ได้โดยใช้เครื่องหมายอะไร?,"('&', 1)","('|', 0.5)","('+', 0)","('*', 0)",Set,Medium
185,เซตในภาษาไพธอนสามารถทำการหักล้างเซต (Difference) ได้โดยใช้เครื่องหมายอะไร?,"('-', 1)","('+', 0)","('*', 0)","('/', 0)",Set,Medium
186,เซตในภาษาไพธอนสามารถทำการคัดลอกเซตได้โดยใช้เมธอดอะไร?,"('copy()', 1)","('clone()', 0.5)","('duplicate()', 0)","('replicate()', 0)",Set,Medium
187,เซตใน Python สามารถทำการแปลงข้อมูลได้หรือไม่?,"('สามารถทำได้', 1)","('ไม่สามารถทำได้', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ขึ้นอยู่กับการใช้งาน', 0.25)",Set,Hard
188,Set methods ใน Python ใช้สำหรับการดำเนินการอะไร?,"('การเรียงลำดับข้อมูล', 0.25)","('การตรวจสอบความซ้ำของข้อมูล', 0.5)","('การแปลงข้อมูลเป็นรูปแบบอื่น', 0)","('การทำงานร่วมกับ list และ dictionary', 1)",Set,Medium
189,การทำงานร่วมกันระหว่าง set และ list สามารถทำได้โดยการใช้วิธีการอะไร?,"('การแปลง set เป็น list', 0.5)","('การแปลง list เป็น set', 1)","('การใช้ฟังก์ชัน intersection()', 0)","('การใช้ฟังก์ชัน union()', 0)",Set,Hard
190,Set methods ใน Python มีประโยชน์ในการดำเนินการอะไร?,"('การตรวจสอบความซ้ำของข้อมูล', 0.5)","('การทำงานร่วมกับ list และ dictionary', 1)","('การแปลงข้อมูลเป็นรูปแบบอื่น', 0)","('การเรียงลำดับข้อมูล', 0.25)",Set,Medium
191,เซตในภาษาไพธอนสามารถทำการตรวจสอบว่าสมาชิกหนึ่งอยู่ในเซตหรือไม่ได้โดยใช้เมธอดอะไร?,"('in', 1)","('not in', 0.5)","('contains()', 0)","('include()', 0)",Set,Easy
192,Tuple สามารถใช้งานร่วมกับฟังก์ชันใดได้บ้าง?,"('len()', 1)","('sorted()', 0.5)","('reverse()', 0.25)","('all of the above', 0)",Tuples,Medium
193,คุณสามารถแก้ไขค่าใน Tuple ได้หรือไม่?,"('ไม่สามารถ', 1)","('สามารถ', 0)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Easy
194,วิธีการเข้าถึงสมาชิกของ Tuple คืออะไร?,"('ใช้วิธีการ Slice', 0.25)","('ใช้วิธีการ Indexing', 1)","('ใช้วิธีการ Loop', 0.5)","('ใช้วิธีการ Random', 0)",Tuples,Easy
195,การลบสมาชิกใน Tuple ทำได้หรือไม่?,"('ทำได้', 0)","('ไม่สามารถ', 1)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Medium
196,คำสั่งไหนที่ใช้ในการสร้าง Tuple?,"('tuple()', 0.25)","('list()', 0)","('()', 0.5)","('None of the above', 1)",Tuples,Easy
197,การสร้าง Tuple จาก List ทำได้หรือไม่?,"('ไม่สามารถ', 0)","('ทำได้', 1)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Hard
198,การแปลง Tuple เป็น String ทำได้หรือไม่?,"('ไม่สามารถ', 0)","('ทำได้', 1)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Hard
199,การตรวจสอบสมาชิกใน Tuple ทำได้หรือไม่?,"('ไม่สามารถ', 0)","('ทำได้', 1)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Hard
200,การรวม Tuple เข้าด้วยกันทำได้หรือไม่?,"('ไม่สามารถ', 0)","('ทำได้', 1)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Hard
201,การปรับปรุงสมาชิกใน Tuple ทำได้หรือไม่?,"('ทำได้', 0)","('ไม่สามารถ', 1)","('ขึ้นอยู่กับสถานการณ์', 0.5)","('ไม่แน่ใจ', 0)",Tuples,Medium
202,ตัวแปรในภาษา Python สามารถเปลี่ยนชนิดข้อมูลได้หรือไม่,"('สามารถเปลี่ยนชนิดข้อมูลได้', 0.75)","('ไม่สามารถเปลี่ยนชนิดข้อมูลได้', 0.25)","('ขึ้นอยู่กับชนิดข้อมูล', 0)","('ไม่แน่ใจ', 0)",Variables and Data Types,Medium
203,ชนิดข้อมูล int ในภาษา Python ใช้เก็บค่าใด,"('ตัวเลขจำนวนเต็ม', 0.75)","('ตัวเลขทศนิยม', 0.25)","('ข้อความ', 0)","('ค่าที่เป็นจริง/เท็จ', 0)",Variables and Data Types,Easy
204,การสร้างตัวแปรในภาษา Python สามารถทำได้โดยการใช้สัญลักษณ์ใด,"('=', 0.75)","('==', 0.25)","('!=', 0)","('<>', 0)",Variables and Data Types,Easy
205,ชนิดข้อมูล float ในภาษา Python ใช้เก็บค่าใด,"('ตัวเลขทศนิยม', 0.75)","('ตัวเลขจำนวนเต็ม', 0.25)","('ข้อความ', 0)","('ค่าที่เป็นจริง/เท็จ', 0)",Variables and Data Types,Easy
206,ในภาษา Python คุณสามารถใช้ตัวแปรที่มีชื่อเดียวกันได้หรือไม่,"('สามารถใช้ตัวแปรที่มีชื่อเดียวกันได้', 0.25)","('ไม่สามารถใช้ตัวแปรที่มีชื่อเดียวกันได้', 0.75)","('ขึ้นอยู่กับชนิดข้อมูล', 0)","('ไม่แน่ใจ', 0)",Variables and Data Types,Medium
207,ชนิดข้อมูล str ในภาษา Python ใช้เก็บค่าใด,"('ข้อความ', 0.75)","('ตัวเลขจำนวนเต็ม', 0.25)","('ตัวเลขทศนิยม', 0)","('ค่าที่เป็นจริง/เท็จ', 0)",Variables and Data Types,Easy
208,ในภาษา Python การกำหนดค่าเริ่มต้นให้กับตัวแปรสามารถทำได้โดยการใช้สัญลักษณ์ใด,"('=', 0.75)","('==', 0.25)","('!=', 0)","('<>', 0)",Variables and Data Types,Easy
